name,databaseName,year,date,country,continent,subtype,accHA,segmentHA,accMP,segmentMP,accNA,segmentNA,accNP,segmentNP,accNS,segmentNS,accPA,segmentPA,accPB1,segmentPB1,accPB2,segmentPB2
>A/Indiana/11/2014,>A/Indiana/11/2014,2014,,US,N.America,H3N2,EPI_ISL_169130,HA_4_552395,EPI_ISL_169130,MP_7_552390,EPI_ISL_169130,NA_6_552394,EPI_ISL_169130,NP_5_552388,EPI_ISL_169130,NS_8_552389,EPI_ISL_169130,PA_3_552391,EPI_ISL_169130,PB1_2_552393,EPI_ISL_169130,PB2_1_552392
>A/Indiana/12/2014,>A/Indiana/12/2014,2014,,US,N.America,H3N2,EPI_ISL_169087,HA_4_552093,EPI_ISL_169087,MP_7_552088,EPI_ISL_169087,NA_6_552092,EPI_ISL_169087,NP_5_552086,EPI_ISL_169087,NS_8_552087,EPI_ISL_169087,PA_3_552089,EPI_ISL_169087,PB1_2_552091,EPI_ISL_169087,PB2_1_552090
>A/Indiana/13/2014,>A/Indiana/13/2014,2014,,US,N.America,H3N2,EPI_ISL_169088,HA_4_552101,EPI_ISL_169088,MP_7_552096,EPI_ISL_169088,NA_6_552100,EPI_ISL_169088,NP_5_552094,EPI_ISL_169088,NS_8_552095,EPI_ISL_169088,PA_3_552097,EPI_ISL_169088,PB1_2_552099,EPI_ISL_169088,PB2_1_552098
>A/Indiana/13/2015,>A/Indiana/13/2015,2015,,US,N.America,H3N2,EPI_ISL_193311,HA_4_631521,EPI_ISL_193311,MP_7_631516,EPI_ISL_193311,NA_6_631520,EPI_ISL_193311,NP_5_631514,EPI_ISL_193311,NS_8_631515,EPI_ISL_193311,PA_3_631517,EPI_ISL_193311,PB1_2_631519,EPI_ISL_193311,PB2_1_631518
>A/Indiana/14/2015,>A/Indiana/14/2015,2015,,US,N.America,H3N2,EPI_ISL_191689,HA_4_624166,EPI_ISL_191689,MP_7_624161,EPI_ISL_191689,NA_6_624165,EPI_ISL_191689,NP_5_624159,EPI_ISL_191689,NS_8_624160,EPI_ISL_191689,PA_3_624162,EPI_ISL_191689,PB1_2_624164,EPI_ISL_191689,PB2_1_624163
>A/Indiana/15/2014,>A/Indiana/15/2014,2014,,US,N.America,H3N2,EPI_ISL_169101,HA_4_552197,EPI_ISL_169101,MP_7_552192,EPI_ISL_169101,NA_6_552196,EPI_ISL_169101,NP_5_552190,EPI_ISL_169101,NS_8_552191,EPI_ISL_169101,PA_3_552193,EPI_ISL_169101,PB1_2_552195,EPI_ISL_169101,PB2_1_552194
>A/Indiana/16/2014,>A/Indiana/16/2014,2014,,US,N.America,H3N2,EPI_ISL_169106,HA_4_552227,EPI_ISL_169106,MP_7_552222,EPI_ISL_169106,NA_6_552226,EPI_ISL_169106,NP_5_552220,EPI_ISL_169106,NS_8_552221,EPI_ISL_169106,PA_3_552223,EPI_ISL_169106,PB1_2_552225,EPI_ISL_169106,PB2_1_552224
>A/Indiana/17/2014,>A/Indiana/17/2014,2014,,US,N.America,H3N2,EPI_ISL_169085,HA_4_556534,EPI_ISL_169085,MP_7_552077,EPI_ISL_169085,NA_6_556533,EPI_ISL_169085,NP_5_556532,EPI_ISL_169085,NS_8_579031,EPI_ISL_169085,PA_3_579032,EPI_ISL_169085,PB1_2_579034,EPI_ISL_169085,PB2_1_579033
>A/Indiana/19/2014,>A/Indiana/19/2014,2014,,US,N.America,H3N2,EPI_ISL_169483,HA_4_553754,EPI_ISL_169483,MP_7_553749,EPI_ISL_169483,NA_6_553753,EPI_ISL_169483,NP_5_553747,EPI_ISL_169483,NS_8_553748,EPI_ISL_169483,PA_3_553750,EPI_ISL_169483,PB1_2_553752,EPI_ISL_169483,PB2_1_553751
>A/Indiana/21/2014,>A/Indiana/21/2014,2014,,US,N.America,H3N2,EPI_ISL_170048,HA_4_556357,EPI_ISL_170048,MP_7_556352,EPI_ISL_170048,NA_6_556356,EPI_ISL_170048,NP_5_556350,EPI_ISL_170048,NS_8_556351,EPI_ISL_170048,PA_3_556353,EPI_ISL_170048,PB1_2_556355,EPI_ISL_170048,PB2_1_556354
>A/Indiana/24/2014,>A/Indiana/24/2014,2014,,US,N.America,H3N2,EPI_ISL_172533,HA_4_564320,EPI_ISL_172533,MP_7_564315,EPI_ISL_172533,NA_6_564319,EPI_ISL_172533,NP_5_564313,EPI_ISL_172533,NS_8_564314,EPI_ISL_172533,PA_3_564316,EPI_ISL_172533,PB1_2_564318,EPI_ISL_172533,PB2_1_564317
>A/Indiana/25/2014,>A/Indiana/25/2014,2014,,US,N.America,H3N2,EPI_ISL_170729,HA_4_558508,EPI_ISL_170729,MP_7_558503,EPI_ISL_170729,NA_6_558507,EPI_ISL_170729,NP_5_558501,EPI_ISL_170729,NS_8_558502,EPI_ISL_170729,PA_3_558504,EPI_ISL_170729,PB1_2_558506,EPI_ISL_170729,PB2_1_558505
>A/Indiana/26/2014,>A/Indiana/26/2014,2014,,US,N.America,H3N2,EPI_ISL_172556,HA_4_564457,EPI_ISL_172556,MP_7_564452,EPI_ISL_172556,NA_6_564456,EPI_ISL_172556,NP_5_564450,EPI_ISL_172556,NS_8_564451,EPI_ISL_172556,PA_3_564453,EPI_ISL_172556,PB1_2_564455,EPI_ISL_172556,PB2_1_564454
>A/Iowa/04/2015,>A/Iowa/04/2015,2015,,US,N.America,H3N2,EPI_ISL_175173,HA_4_575122,EPI_ISL_175173,MP_7_575117,EPI_ISL_175173,NA_6_575121,EPI_ISL_175173,NP_5_575115,EPI_ISL_175173,NS_8_575116,EPI_ISL_175173,PA_3_575118,EPI_ISL_175173,PB1_2_575120,EPI_ISL_175173,PB2_1_575119
>A/Iowa/05/2015,>A/Iowa/05/2015,2015,,US,N.America,H3N2,EPI_ISL_176524,HA_4_578525,EPI_ISL_176524,MP_7_578520,EPI_ISL_176524,NA_6_578524,EPI_ISL_176524,NP_5_578518,EPI_ISL_176524,NS_8_578519,EPI_ISL_176524,PA_3_578521,EPI_ISL_176524,PB1_2_578523,EPI_ISL_176524,PB2_1_578522
>A/Iowa/06/2015,>A/Iowa/06/2015,2015,,US,N.America,H3N2,EPI_ISL_176522,HA_4_578509,EPI_ISL_176522,MP_7_578504,EPI_ISL_176522,NA_6_578508,EPI_ISL_176522,NP_5_578502,EPI_ISL_176522,NS_8_578503,EPI_ISL_176522,PA_3_578505,EPI_ISL_176522,PB1_2_578507,EPI_ISL_176522,PB2_1_578506
>A/Iowa/09/2015,>A/Iowa/09/2015,2015,,US,N.America,H3N2,EPI_ISL_176688,HA_4_622345,EPI_ISL_176688,MP_7_579508,EPI_ISL_176688,NA_6_579509,EPI_ISL_176688,NP_5_579506,EPI_ISL_176688,NS_8_579507,EPI_ISL_176688,PA_3_622342,EPI_ISL_176688,PB1_2_622344,EPI_ISL_176688,PB2_1_622343
>A/Iowa/11/2015,>A/Iowa/11/2015,2015,,US,N.America,H3N2,EPI_ISL_191038,HA_4_622073,EPI_ISL_191038,MP_7_622068,EPI_ISL_191038,NA_6_622072,EPI_ISL_191038,NP_5_622066,EPI_ISL_191038,NS_8_622067,EPI_ISL_191038,PA_3_622069,EPI_ISL_191038,PB1_2_622071,EPI_ISL_191038,PB2_1_622070
>A/Iowa/13/2014,>A/Iowa/13/2014,2014,,US,N.America,H3N2,EPI_ISL_169283,HA_4_552785,EPI_ISL_169283,MP_7_552783,EPI_ISL_169283,NA_6_552784,EPI_ISL_169283,NP_5_552781,EPI_ISL_169283,NS_8_552782,EPI_ISL_169283,PA_3_579019,EPI_ISL_169283,PB1_2_579021,EPI_ISL_169283,PB2_1_579020
>A/Iowa/13/2015,>A/Iowa/13/2015,2015,,US,N.America,H3N2,EPI_ISL_194139,HA_4_633874,EPI_ISL_194139,MP_7_633869,EPI_ISL_194139,NA_6_633873,EPI_ISL_194139,NP_5_633867,EPI_ISL_194139,NS_8_633868,EPI_ISL_194139,PA_3_633870,EPI_ISL_194139,PB1_2_633872,EPI_ISL_194139,PB2_1_633871
>A/Iowa/14/2012,>A/Iowa/14/2012,2012,,US,N.America,H3N2,EPI_ISL_131825,HA_4_404971,EPI_ISL_131825,MP_7_404969,EPI_ISL_131825,NA_6_404970,EPI_ISL_131825,NP_5_418255,EPI_ISL_131825,NS_8_418256,EPI_ISL_131825,PA_3_418257,EPI_ISL_131825,PB1_2_418259,EPI_ISL_131825,PB2_1_418258
>A/Iowa/14/2014,>A/Iowa/14/2014,2014,,US,N.America,H3N2,EPI_ISL_169318,HA_4_552951,EPI_ISL_169318,MP_7_552950,EPI_ISL_169318,NA_6_579025,EPI_ISL_169318,NP_5_579022,EPI_ISL_169318,NS_8_552949,EPI_ISL_169318,PA_3_579023,EPI_ISL_169318,PB1_2_579024,EPI_ISL_169318,PB2_1_556514
>A/Iowa/14/2015,>A/Iowa/14/2015,2015,,US,N.America,H3N2,EPI_ISL_193350,HA_4_631826,EPI_ISL_193350,MP_7_631821,EPI_ISL_193350,NA_6_631825,EPI_ISL_193350,NP_5_631819,EPI_ISL_193350,NS_8_631820,EPI_ISL_193350,PA_3_631822,EPI_ISL_193350,PB1_2_631824,EPI_ISL_193350,PB2_1_631823
>A/Iowa/15/2014,>A/Iowa/15/2014,2014,,US,N.America,H3N2,EPI_ISL_169107,HA_4_552235,EPI_ISL_169107,MP_7_552230,EPI_ISL_169107,NA_6_552234,EPI_ISL_169107,NP_5_552228,EPI_ISL_169107,NS_8_552229,EPI_ISL_169107,PA_3_552231,EPI_ISL_169107,PB1_2_552233,EPI_ISL_169107,PB2_1_552232
>A/Iowa/16/2014,>A/Iowa/16/2014,2014,,US,N.America,H3N2,EPI_ISL_169103,HA_4_552213,EPI_ISL_169103,MP_7_552208,EPI_ISL_169103,NA_6_552212,EPI_ISL_169103,NP_5_552206,EPI_ISL_169103,NS_8_552207,EPI_ISL_169103,PA_3_552209,EPI_ISL_169103,PB1_2_552211,EPI_ISL_169103,PB2_1_552210
>A/Iowa/17/2014,>A/Iowa/17/2014,2014,,US,N.America,H3N2,EPI_ISL_169468,HA_4_553633,EPI_ISL_169468,MP_7_553628,EPI_ISL_169468,NA_6_553632,EPI_ISL_169468,NP_5_553626,EPI_ISL_169468,NS_8_553627,EPI_ISL_169468,PA_3_553629,EPI_ISL_169468,PB1_2_553631,EPI_ISL_169468,PB2_1_553630
>A/Iowa/20/2014,>A/Iowa/20/2014,2014,,US,N.America,H3N2,EPI_ISL_172539,HA_4_564352,EPI_ISL_172539,MP_7_564347,EPI_ISL_172539,NA_6_564351,EPI_ISL_172539,NP_5_564345,EPI_ISL_172539,NS_8_564346,EPI_ISL_172539,PA_3_564348,EPI_ISL_172539,PB1_2_564350,EPI_ISL_172539,PB2_1_564349
>A/Iowa/31/2014,>A/Iowa/31/2014,2014,,US,N.America,H3N2,EPI_ISL_175172,HA_4_575108,EPI_ISL_175172,MP_7_575103,EPI_ISL_175172,NA_6_575107,EPI_ISL_175172,NP_5_575101,EPI_ISL_175172,NS_8_575102,EPI_ISL_175172,PA_3_575104,EPI_ISL_175172,PB1_2_575106,EPI_ISL_175172,PB2_1_575105
>A/Iquique/62331/2014,>A/Iquique/62331/2014,2014,,Chile,S.America,H3N2,EPI_ISL_171353,HA_4_560471,EPI_ISL_171353,MP_7_560466,EPI_ISL_171353,NA_6_560470,EPI_ISL_171353,NP_5_560464,EPI_ISL_171353,NS_8_560465,EPI_ISL_171353,PA_3_560467,EPI_ISL_171353,PB1_2_560469,EPI_ISL_171353,PB2_1_560468
>A/Jilin-Chuanying/1156/2011,>A/Jilin-Chuanying/1156/2011,2011,,China,Asia,H3N2,EPI_ISL_94613,HA_4_330537,EPI_ISL_94613,MP_7_330532,EPI_ISL_94613,NA_6_330536,EPI_ISL_94613,NP_5_330530,EPI_ISL_94613,NS_8_330531,EPI_ISL_94613,PA_3_330533,EPI_ISL_94613,PB1_2_330535,EPI_ISL_94613,PB2_1_330534
>A/KANAGAWA/15/2015,>A/KANAGAWA/15/2015,2015,,Japan,Asia,H3N2,EPI_ISL_177417,HA_4_583978,EPI_ISL_177417,MP_7_621057,EPI_ISL_177417,NA_6_583977,EPI_ISL_177417,NP_5_621055,EPI_ISL_177417,NS_8_621056,EPI_ISL_177417,PA_3_621058,EPI_ISL_177417,PB1_2_621060,EPI_ISL_177417,PB2_1_621059
>A/KANAGAWA/36/2015,>A/KANAGAWA/36/2015,2015,,Japan,Asia,H3N2,EPI_ISL_188628,HA_4_610549,EPI_ISL_188628,MP_7_620238,EPI_ISL_188628,NA_6_610548,EPI_ISL_188628,NP_5_620236,EPI_ISL_188628,NS_8_620237,EPI_ISL_188628,PA_3_620239,EPI_ISL_188628,PB1_2_620241,EPI_ISL_188628,PB2_1_620240
>A/Kansas/01/2015,>A/Kansas/01/2015,2015,,US,N.America,H3N2,EPI_ISL_175214,HA_4_575509,EPI_ISL_175214,MP_7_575504,EPI_ISL_175214,NA_6_575508,EPI_ISL_175214,NP_5_575502,EPI_ISL_175214,NS_8_575503,EPI_ISL_175214,PA_3_575505,EPI_ISL_175214,PB1_2_575507,EPI_ISL_175214,PB2_1_575506
>A/Kansas/02/2015,>A/Kansas/02/2015,2015,,US,N.America,H3N2,EPI_ISL_175193,HA_4_575334,EPI_ISL_175193,MP_7_575329,EPI_ISL_175193,NA_6_575333,EPI_ISL_175193,NP_5_575327,EPI_ISL_175193,NS_8_575328,EPI_ISL_175193,PA_3_575330,EPI_ISL_175193,PB1_2_575332,EPI_ISL_175193,PB2_1_575331
>A/Kansas/03/2015,>A/Kansas/03/2015,2015,,US,N.America,H3N2,EPI_ISL_175161,HA_4_574944,EPI_ISL_175161,MP_7_574939,EPI_ISL_175161,NA_6_574943,EPI_ISL_175161,NP_5_574937,EPI_ISL_175161,NS_8_574938,EPI_ISL_175161,PA_3_574940,EPI_ISL_175161,PB1_2_574942,EPI_ISL_175161,PB2_1_574941
>A/Kansas/04/2015,>A/Kansas/04/2015,2015,,US,N.America,H3N2,EPI_ISL_181073,HA_4_595002,EPI_ISL_181073,MP_7_594997,EPI_ISL_181073,NA_6_595001,EPI_ISL_181073,NP_5_594995,EPI_ISL_181073,NS_8_594996,EPI_ISL_181073,PA_3_594998,EPI_ISL_181073,PB1_2_595000,EPI_ISL_181073,PB2_1_594999
>A/Kansas/05/2015,>A/Kansas/05/2015,2015,,US,N.America,H3N2,EPI_ISL_176563,HA_4_578818,EPI_ISL_176563,MP_7_578813,EPI_ISL_176563,NA_6_578817,EPI_ISL_176563,NP_5_578811,EPI_ISL_176563,NS_8_578812,EPI_ISL_176563,PA_3_578814,EPI_ISL_176563,PB1_2_578816,EPI_ISL_176563,PB2_1_578815
>A/Kansas/06/2015,>A/Kansas/06/2015,2015,,US,N.America,H3N2,EPI_ISL_176564,HA_4_578826,EPI_ISL_176564,MP_7_578821,EPI_ISL_176564,NA_6_578825,EPI_ISL_176564,NP_5_578819,EPI_ISL_176564,NS_8_578820,EPI_ISL_176564,PA_3_578822,EPI_ISL_176564,PB1_2_578824,EPI_ISL_176564,PB2_1_578823
>A/Kansas/07/2014,>A/Kansas/07/2014,2014,,US,N.America,H3N2,EPI_ISL_169118,HA_4_552309,EPI_ISL_169118,MP_7_552305,EPI_ISL_169118,NA_6_552308,EPI_ISL_169118,NP_5_552303,EPI_ISL_169118,NS_8_552304,EPI_ISL_169118,PA_3_556677,EPI_ISL_169118,PB1_2_552307,EPI_ISL_169118,PB2_1_552306
>A/Kansas/07/2015,>A/Kansas/07/2015,2015,,US,N.America,H3N2,EPI_ISL_176697,HA_4_579567,EPI_ISL_176697,MP_7_579562,EPI_ISL_176697,NA_6_579566,EPI_ISL_176697,NP_5_579560,EPI_ISL_176697,NS_8_579561,EPI_ISL_176697,PA_3_579563,EPI_ISL_176697,PB1_2_579565,EPI_ISL_176697,PB2_1_579564
>A/Kansas/08/2014,>A/Kansas/08/2014,2014,,US,N.America,H3N2,EPI_ISL_169117,HA_4_552302,EPI_ISL_169117,MP_7_552297,EPI_ISL_169117,NA_6_552301,EPI_ISL_169117,NP_5_552295,EPI_ISL_169117,NS_8_552296,EPI_ISL_169117,PA_3_552298,EPI_ISL_169117,PB1_2_552300,EPI_ISL_169117,PB2_1_552299
>A/Kansas/08/2015,>A/Kansas/08/2015,2015,,US,N.America,H3N2,EPI_ISL_176738,HA_4_579841,EPI_ISL_176738,MP_7_579836,EPI_ISL_176738,NA_6_579840,EPI_ISL_176738,NP_5_579834,EPI_ISL_176738,NS_8_579835,EPI_ISL_176738,PA_3_579837,EPI_ISL_176738,PB1_2_579839,EPI_ISL_176738,PB2_1_579838
>A/Kansas/09/2015,>A/Kansas/09/2015,2015,,US,N.America,H3N2,EPI_ISL_194177,HA_4_634159,EPI_ISL_194177,MP_7_634154,EPI_ISL_194177,NA_6_634158,EPI_ISL_194177,NP_5_634152,EPI_ISL_194177,NS_8_634153,EPI_ISL_194177,PA_3_634155,EPI_ISL_194177,PB1_2_634157,EPI_ISL_194177,PB2_1_634156
>A/Kansas/10/2014,>A/Kansas/10/2014,2014,,US,N.America,H3N2,EPI_ISL_169346,HA_4_553126,EPI_ISL_169346,MP_7_553124,EPI_ISL_169346,NA_6_553125,EPI_ISL_169346,NP_5_553122,EPI_ISL_169346,NS_8_553123,EPI_ISL_169346,PA_3_579050,EPI_ISL_169346,PB1_2_579052,EPI_ISL_169346,PB2_1_579051
>A/Kansas/12/2014,>A/Kansas/12/2014,2014,,US,N.America,H3N2,EPI_ISL_169931,HA_4_555451,EPI_ISL_169931,MP_7_555446,EPI_ISL_169931,NA_6_555450,EPI_ISL_169931,NP_5_555444,EPI_ISL_169931,NS_8_555445,EPI_ISL_169931,PA_3_555447,EPI_ISL_169931,PB1_2_555449,EPI_ISL_169931,PB2_1_555448
>A/Karlstad/1/2014,>A/Karlstad/1/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_169133,HA_4_552417,EPI_ISL_169133,MP_7_552415,EPI_ISL_169133,NA_6_552416,EPI_ISL_169133,NP_5_552411,EPI_ISL_169133,NS_8_552414,EPI_ISL_169133,PA_3_552410,EPI_ISL_169133,PB1_2_552412,EPI_ISL_169133,PB2_1_552413
>A/Karlstad/3/2015,>A/Karlstad/3/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_177688,HA_4_585299,EPI_ISL_177688,MP_7_585297,EPI_ISL_177688,NA_6_585298,EPI_ISL_177688,NP_5_585293,EPI_ISL_177688,NS_8_585296,EPI_ISL_177688,PA_3_585292,EPI_ISL_177688,PB1_2_585294,EPI_ISL_177688,PB2_1_585295
>A/Kazakhstan/03/2015,>A/Kazakhstan/03/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_175249,HA_4_575805,EPI_ISL_175249,MP_7_575800,EPI_ISL_175249,NA_6_575804,EPI_ISL_175249,NP_5_575798,EPI_ISL_175249,NS_8_575799,EPI_ISL_175249,PA_3_575801,EPI_ISL_175249,PB1_2_575803,EPI_ISL_175249,PB2_1_575802
>A/Kazakhstan/05/2015,>A/Kazakhstan/05/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_175247,HA_4_575789,EPI_ISL_175247,MP_7_575784,EPI_ISL_175247,NA_6_575788,EPI_ISL_175247,NP_5_575782,EPI_ISL_175247,NS_8_575783,EPI_ISL_175247,PA_3_575785,EPI_ISL_175247,PB1_2_575787,EPI_ISL_175247,PB2_1_575786
>A/Kazakhstan/1046/2015,>A/Kazakhstan/1046/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_191960,HA_4_624965,EPI_ISL_191960,MP_7_624960,EPI_ISL_191960,NA_6_624964,EPI_ISL_191960,NP_5_624958,EPI_ISL_191960,NS_8_624959,EPI_ISL_191960,PA_3_624961,EPI_ISL_191960,PB1_2_624963,EPI_ISL_191960,PB2_1_624962
>A/Kazakhstan/1060/2015,>A/Kazakhstan/1060/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_191959,HA_4_624957,EPI_ISL_191959,MP_7_624952,EPI_ISL_191959,NA_6_624956,EPI_ISL_191959,NP_5_624950,EPI_ISL_191959,NS_8_624951,EPI_ISL_191959,PA_3_624953,EPI_ISL_191959,PB1_2_624955,EPI_ISL_191959,PB2_1_624954
>A/Kazakhstan/1075/2015,>A/Kazakhstan/1075/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_191958,HA_4_624949,EPI_ISL_191958,MP_7_624944,EPI_ISL_191958,NA_6_624948,EPI_ISL_191958,NP_5_624942,EPI_ISL_191958,NS_8_624943,EPI_ISL_191958,PA_3_624945,EPI_ISL_191958,PB1_2_624947,EPI_ISL_191958,PB2_1_624946
>A/Kazakhstan/1080/2015,>A/Kazakhstan/1080/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_192710,HA_4_629689,EPI_ISL_192710,MP_7_629684,EPI_ISL_192710,NA_6_629688,EPI_ISL_192710,NP_5_629682,EPI_ISL_192710,NS_8_629683,EPI_ISL_192710,PA_3_629685,EPI_ISL_192710,PB1_2_629687,EPI_ISL_192710,PB2_1_629686
>A/Kazakhstan/1099/2015,>A/Kazakhstan/1099/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_191967,HA_4_625020,EPI_ISL_191967,MP_7_625015,EPI_ISL_191967,NA_6_625019,EPI_ISL_191967,NP_5_625013,EPI_ISL_191967,NS_8_625014,EPI_ISL_191967,PA_3_625016,EPI_ISL_191967,PB1_2_625018,EPI_ISL_191967,PB2_1_625017
>A/Kazakhstan/112/2015,>A/Kazakhstan/112/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_192164,HA_4_626360,EPI_ISL_192164,MP_7_626355,EPI_ISL_192164,NA_6_626359,EPI_ISL_192164,NP_5_626353,EPI_ISL_192164,NS_8_626354,EPI_ISL_192164,PA_3_626356,EPI_ISL_192164,PB1_2_626358,EPI_ISL_192164,PB2_1_626357
>A/Kazakhstan/113/2015,>A/Kazakhstan/113/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_192173,HA_4_626430,EPI_ISL_192173,MP_7_626425,EPI_ISL_192173,NA_6_626429,EPI_ISL_192173,NP_5_626423,EPI_ISL_192173,NS_8_626424,EPI_ISL_192173,PA_3_626426,EPI_ISL_192173,PB1_2_626428,EPI_ISL_192173,PB2_1_626427
>A/Kazakhstan/122/2015,>A/Kazakhstan/122/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_192171,HA_4_626414,EPI_ISL_192171,MP_7_626409,EPI_ISL_192171,NA_6_626413,EPI_ISL_192171,NP_5_626407,EPI_ISL_192171,NS_8_626408,EPI_ISL_192171,PA_3_626410,EPI_ISL_192171,PB1_2_626412,EPI_ISL_192171,PB2_1_626411
>A/Kazakhstan/123/2015,>A/Kazakhstan/123/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_191962,HA_4_624980,EPI_ISL_191962,MP_7_624975,EPI_ISL_191962,NA_6_624979,EPI_ISL_191962,NP_5_624973,EPI_ISL_191962,NS_8_624974,EPI_ISL_191962,PA_3_624976,EPI_ISL_191962,PB1_2_624978,EPI_ISL_191962,PB2_1_624977
>A/Kazakhstan/13/2015,>A/Kazakhstan/13/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_175246,HA_4_575781,EPI_ISL_175246,MP_7_575776,EPI_ISL_175246,NA_6_575780,EPI_ISL_175246,NP_5_575774,EPI_ISL_175246,NS_8_575775,EPI_ISL_175246,PA_3_575777,EPI_ISL_175246,PB1_2_575779,EPI_ISL_175246,PB2_1_575778
>A/Kazakhstan/15/2014,>A/Kazakhstan/15/2014,2014,,Kazakhstan,Asia,H3N2,EPI_ISL_175231,HA_4_575661,EPI_ISL_175231,MP_7_575656,EPI_ISL_175231,NA_6_575660,EPI_ISL_175231,NP_5_575654,EPI_ISL_175231,NS_8_575655,EPI_ISL_175231,PA_3_575657,EPI_ISL_175231,PB1_2_575659,EPI_ISL_175231,PB2_1_575658
>A/Kazakhstan/158/2015,>A/Kazakhstan/158/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_189848,HA_4_614831,EPI_ISL_189848,MP_7_614826,EPI_ISL_189848,NA_6_614830,EPI_ISL_189848,NP_5_614824,EPI_ISL_189848,NS_8_614825,EPI_ISL_189848,PA_3_614827,EPI_ISL_189848,PB1_2_614829,EPI_ISL_189848,PB2_1_614828
>A/Kazakhstan/159/2015,>A/Kazakhstan/159/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_189841,HA_4_614775,EPI_ISL_189841,MP_7_614770,EPI_ISL_189841,NA_6_614774,EPI_ISL_189841,NP_5_614768,EPI_ISL_189841,NS_8_614769,EPI_ISL_189841,PA_3_614771,EPI_ISL_189841,PB1_2_614773,EPI_ISL_189841,PB2_1_614772
>A/Kazakhstan/16/2015,>A/Kazakhstan/16/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_175238,HA_4_575717,EPI_ISL_175238,MP_7_575712,EPI_ISL_175238,NA_6_575716,EPI_ISL_175238,NP_5_575710,EPI_ISL_175238,NS_8_575711,EPI_ISL_175238,PA_3_575713,EPI_ISL_175238,PB1_2_575715,EPI_ISL_175238,PB2_1_575714
>A/Kazakhstan/161/2015,>A/Kazakhstan/161/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_189847,HA_4_614823,EPI_ISL_189847,MP_7_614818,EPI_ISL_189847,NA_6_614822,EPI_ISL_189847,NP_5_614816,EPI_ISL_189847,NS_8_614817,EPI_ISL_189847,PA_3_614819,EPI_ISL_189847,PB1_2_614821,EPI_ISL_189847,PB2_1_614820
>A/Kazakhstan/166/2015,>A/Kazakhstan/166/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_189845,HA_4_614807,EPI_ISL_189845,MP_7_614802,EPI_ISL_189845,NA_6_614806,EPI_ISL_189845,NP_5_614800,EPI_ISL_189845,NS_8_614801,EPI_ISL_189845,PA_3_614803,EPI_ISL_189845,PB1_2_614805,EPI_ISL_189845,PB2_1_614804
>A/Kazakhstan/183/2015,>A/Kazakhstan/183/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_191963,HA_4_624988,EPI_ISL_191963,MP_7_624983,EPI_ISL_191963,NA_6_624987,EPI_ISL_191963,NP_5_624981,EPI_ISL_191963,NS_8_624982,EPI_ISL_191963,PA_3_624984,EPI_ISL_191963,PB1_2_624986,EPI_ISL_191963,PB2_1_624985
>A/Kazakhstan/184/2015,>A/Kazakhstan/184/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_189843,HA_4_614791,EPI_ISL_189843,MP_7_614786,EPI_ISL_189843,NA_6_614790,EPI_ISL_189843,NP_5_614784,EPI_ISL_189843,NS_8_614785,EPI_ISL_189843,PA_3_614787,EPI_ISL_189843,PB1_2_614789,EPI_ISL_189843,PB2_1_614788
>A/Kazakhstan/194/2014,>A/Kazakhstan/194/2014,2014,,Kazakhstan,Asia,H3N2,EPI_ISL_191030,HA_4_622010,EPI_ISL_191030,MP_7_622005,EPI_ISL_191030,NA_6_622009,EPI_ISL_191030,NP_5_622003,EPI_ISL_191030,NS_8_622004,EPI_ISL_191030,PA_3_622006,EPI_ISL_191030,PB1_2_622008,EPI_ISL_191030,PB2_1_622007
>A/Kazakhstan/20/2015,>A/Kazakhstan/20/2015,2015,,Kazakhstan,Asia,H3N2,EPI_ISL_175237,HA_4_575709,EPI_ISL_175237,MP_7_575704,EPI_ISL_175237,NA_6_575708,EPI_ISL_175237,NP_5_575702,EPI_ISL_175237,NS_8_575703,EPI_ISL_175237,PA_3_575705,EPI_ISL_175237,PB1_2_575707,EPI_ISL_175237,PB2_1_575706
