name,country,year,month,year,host,subtype,accHA,accMP,accNA,accNP,accNS,accPA,accPB1,accPB2
>A/Helsinki/1499/2013,Finland,2013,3,26,Human,pH1N1,KM366511,KM366512,KM366513,KM366514,KM366515,KM366516,KM366517,KM366518
>A/Helsinki/1502/2013,Finland,2013,3,26,Human,pH1N1,KM366519,KM366520,KM366521,KM366522,KM366523,KM366524,KM366525,KM366526
>A/Helsinki/153/2013,Finland,2013,1,19,Human,pH1N1,KF559422,KF559423,KF559424,KF559425,KF559426,KF559427,KF559428,KF559429
>A/Helsinki/155/2013,Finland,2013,1,18,Human,pH1N1,KF559430,KF559431,KF559432,KF559433,KF559434,KF559435,KF559436,KF559437
>A/Helsinki/1614/2013,Finland,2013,4,8,Human,pH1N1,KM366527,KM366528,KM366529,KM366530,KM366531,KM366532,KM366533,KM366534
>A/Helsinki/162M/2014,Finland,2014,1,14,Human,pH1N1,KM366535,KM366536,KM366537,KM366538,KM366539,KM366540,KM366541,KM366542
>A/Helsinki/1677/2013,Finland,2013,4,8,Human,pH1N1,KM366543,KM366544,KM366545,KM366546,KM366547,KM366548,KM366549,KM366550
>A/Helsinki/1693/2013,Finland,2013,4,10,Human,pH1N1,KM366551,KM366552,KM366553,KM366554,KM366555,KM366556,KM366557,KM366558
>A/Helsinki/1973/2012,Finland,2012,12,18,Human,pH1N1,KF560286,KF560287,KF560288,KF560289,KF560290,KF560291,KF560292,KF560293
>A/Helsinki/1986/2012,Finland,2012,12,20,Human,pH1N1,KF560294,KF560295,KF560296,KF560297,KF560298,KF560299,KF560300,KF560301
>A/Helsinki/205/2013,Finland,2013,2,21,Human,pH1N1,KF559438,KF559439,KF559440,KF559441,KF559442,KF559443,KF559444,KF559445
>A/Helsinki/207/2013,Finland,2013,1,22,Human,pH1N1,KF559446,KF559447,KF559448,KF559449,KF559450,KF559451,KF559452,KF559453
>A/Helsinki/219N/2014,Finland,2014,1,27,Human,pH1N1,KM219135,KM219136,KM219137,KM219138,KM219139,KM219140,KM219141,KM219142
>A/Helsinki/220N/2014,Finland,2014,1,27,Human,pH1N1,KM219151,KM219152,KM219153,KM219154,KM219155,KM219156,KM219157,KM219158
>A/Helsinki/235M/2012,Finland,2012,12,20,Human,pH1N1,KM366559,KM366560,KM366561,KM366562,KM366563,KM366564,KM366565,KM366566
>A/Helsinki/2429/2012,Finland,2012,12,20,Human,pH1N1,KM366567,KM366568,KM366569,KM366570,KM366571,KM366572,KM366573,KM366574
>A/Helsinki/2430/2012,Finland,2012,12,20,Human,pH1N1,KM366575,KM366576,KM366577,KM366578,KM366579,KM366580,KM366581,KM366582
>A/Helsinki/278/2013,Finland,2013,1,28,Human,pH1N1,KF559454,KF559455,KF559456,KF559457,KF559458,KF559459,KF559460,KF559461
>A/Helsinki/279/2013,Finland,2013,1,28,Human,pH1N1,KF559462,KF559463,KF559464,KF559465,KF559466,KF559467,KF559468,KF559469
>A/Helsinki/280/2013,Finland,2013,1,28,Human,pH1N1,KF559470,KF559471,KF559472,KF559473,KF559474,KF559475,KF559476,KF559477
>A/Helsinki/286/2013,Finland,2013,1,25,Human,pH1N1,KF559478,KF559479,KF559480,KF559481,KF559482,KF559483,KF559484,KF559485
>A/Helsinki/289N/2014,Finland,2014,1,27,Human,pH1N1,KM219167,KM219168,KM219169,KM219170,KM219171,KM219172,KM219173,KM219174
>A/Helsinki/292N/2014,Finland,2014,1,27,Human,pH1N1,KM219183,KM219184,KM219185,KM219186,KM219187,KM219188,KM219189,KM219190
>A/Helsinki/303N/2014,Finland,2014,2,2,Human,pH1N1,KM219199,KM219200,KM219201,KM219202,KM219203,KM219204,KM219205,KM219206
>A/Helsinki/305/2013,Finland,2013,1,28,Human,pH1N1,KF559486,KF559487,KF559488,KF559489,KF559490,KF559491,KF559492,KF559493
>A/Helsinki/308/2013,Finland,2013,1,24,Human,pH1N1,KF559494,KF559495,KF559496,KF559497,KF559498,KF559499,KF559500,KF559501
>A/Helsinki/329/2013,Finland,2013,1,29,Human,pH1N1,KF559502,KF559503,KF559504,KF559505,KF559506,KF559507,KF559508,KF559509
>A/Helsinki/330/2013,Finland,2013,1,29,Human,pH1N1,KF559510,KF559511,KF559512,KF559513,KF559514,KF559515,KF559516,KF559517
>A/Helsinki/338/2013,Finland,2013,1,30,Human,pH1N1,KF559518,KF559519,KF559520,KF559521,KF559522,KF559523,KF559524,KF559525
>A/Helsinki/340M/2014,Finland,2014,2,4,Human,pH1N1,KM366583,KM366584,KM366585,KM366586,KM366587,KM366588,KM366589,KM366590
>A/Helsinki/344/2013,Finland,2013,1,29,Human,pH1N1,KF559526,KF559527,KF559528,KF559529,KF559530,KF559531,KF559532,KF559533
>A/Helsinki/347M/2014,Finland,2014,2,4,Human,pH1N1,KM366591,KM366592,KM366593,KM366594,KM366595,KM366596,KM366597,KM366598
>A/Helsinki/352/2013,Finland,2013,1,30,Human,pH1N1,KF559534,KF559535,KF559536,KF559537,KF559538,KF559539,KF559540,KF559541
>A/Helsinki/355/2013,Finland,2013,1,31,Human,pH1N1,KF559542,KF559543,KF559544,KF559545,KF559546,KF559547,KF559548,KF559549
>A/Helsinki/359M/2014,Finland,2014,2,4,Human,pH1N1,KM366599,KM366600,KM366601,KM366602,KM366603,KM366604,KM366605,KM366606
>A/Helsinki/383N/2014,Finland,2014,2,5,Human,pH1N1,KM219215,KM219216,KM219217,KM219218,KM219219,KM219220,KM219221,KM219222
>A/Helsinki/39/2013,Finland,2013,1,7,Human,pH1N1,KF559366,KF559367,KF559368,KF559369,KF559370,KF559371,KF559372,KF559373
>A/Helsinki/391/2012,Finland,2012,2,14,Human,pH1N1,KF559550,KF559551,KF559552,KF559553,KF559554,KF559555,KF559556,KF559557
>A/Helsinki/394N/2014,Finland,2014,2,6,Human,pH1N1,KM366607,KM366608,KM366609,KM366610,KM366611,KM366612,KM366613,KM366614
>A/Helsinki/405/2013,Finland,2013,2,4,Human,pH1N1,KF559558,KF559559,KF559560,KF559561,KF559562,KF559563,KF559564,KF559565
>A/Helsinki/416/2013,Finland,2013,2,4,Human,pH1N1,KF559566,KF559567,KF559568,KF559569,KF559570,KF559571,KF559572,KF559573
>A/Helsinki/417/2013,Finland,2013,2,4,Human,pH1N1,KF559574,KF559575,KF559576,KF559577,KF559578,KF559579,KF559580,KF559581
>A/Helsinki/420/2013,Finland,2013,2,4,Human,pH1N1,KF559582,KF559583,KF559584,KF559585,KF559586,KF559587,KF559588,KF559589
>A/Helsinki/424/2013,Finland,2013,2,5,Human,pH1N1,KF559590,KF559591,KF559592,KF559593,KF559594,KF559595,KF559596,KF559597
>A/Helsinki/429/2013,Finland,2013,2,5,Human,pH1N1,KF559598,KF559599,KF559600,KF559601,KF559602,KF559603,KF559604,KF559605
>A/Helsinki/430/2013,Finland,2013,2,5,Human,pH1N1,KF559606,KF559607,KF559608,KF559609,KF559610,KF559611,KF559612,KF559613
>A/Helsinki/431M/2014,Finland,2014,2,6,Human,pH1N1,KM366615,KM366616,KM366617,KM366618,KM366619,KM366620,KM366621,KM366622
>A/Helsinki/433/2013,Finland,2013,2,6,Human,pH1N1,KF559614,KF559615,KF559616,KF559617,KF559618,KF559619,KF559620,KF559621
>A/Helsinki/434/2013,Finland,2013,2,6,Human,pH1N1,KF559622,KF559623,KF559624,KF559625,KF559626,KF559627,KF559628,KF559629
>A/Helsinki/435/2013,Finland,2013,2,5,Human,pH1N1,KF559630,KF559631,KF559632,KF559633,KF559634,KF559635,KF559636,KF559637
>A/Helsinki/439M/2014,Finland,2014,2,7,Human,pH1N1,KM366623,KM366624,KM366625,KM366626,KM366627,KM366628,KM366629,KM366630
>A/Helsinki/440/2013,Finland,2013,2,5,Human,pH1N1,KF559638,KF559639,KF559640,KF559641,KF559642,KF559643,KF559644,KF559645
>A/Helsinki/447M/2014,Finland,2014,2,7,Human,pH1N1,KM366631,KM366632,KM366633,KM366634,KM366635,KM366636,KM366637,KM366638
>A/Helsinki/454M/2014,Finland,2014,2,6,Human,pH1N1,KM366639,KM366640,KM366641,KM366642,KM366643,KM366644,KM366645,KM366646
>A/Helsinki/456/2013,Finland,2013,2,6,Human,pH1N1,KF559646,KF559647,KF559648,KF559649,KF559650,KF559651,KF559652,KF559653
>A/Helsinki/473N/2014,Finland,2014,2,10,Human,pH1N1,KM219231,KM219232,KM219233,KM219234,KM219235,KM219236,KM219237,KM219238
>A/Helsinki/477/2013,Finland,2013,2,8,Human,pH1N1,KF559654,KF559655,KF559656,KF559657,KF559658,KF559659,KF559660,KF559661
>A/Helsinki/478/2013,Finland,2013,2,6,Human,pH1N1,KF559662,KF559663,KF559664,KF559665,KF559666,KF559667,KF559668,KF559669
>A/Helsinki/480/2013,Finland,2013,2,7,Human,pH1N1,KF559670,KF559671,KF559672,KF559673,KF559674,KF559675,KF559676,KF559677
>A/Helsinki/483/2013,Finland,2013,2,7,Human,pH1N1,KF559678,KF559679,KF559680,KF559681,KF559682,KF559683,KF559684,KF559685
>A/Helsinki/490/2013,Finland,2013,2,6,Human,pH1N1,KF559686,KF559687,KF559688,KF559689,KF559690,KF559691,KF559692,KF559693
>A/Helsinki/492/2013,Finland,2013,2,7,Human,pH1N1,KF559694,KF559695,KF559696,KF559697,KF559698,KF559699,KF559700,KF559701
>A/Helsinki/493/2013,Finland,2013,2,8,Human,pH1N1,KF559702,KF559703,KF559704,KF559705,KF559706,KF559707,KF559708,KF559709
>A/Helsinki/501/2013,Finland,2013,2,7,Human,pH1N1,KF559710,KF559711,KF559712,KF559713,KF559714,KF559715,KF559716,KF559717
>A/Helsinki/510/2013,Finland,2013,2,8,Human,pH1N1,KF559718,KF559719,KF559720,KF559721,KF559722,KF559723,KF559724,KF559725
>A/Helsinki/518/2013,Finland,2013,2,8,Human,pH1N1,KF559726,KF559727,KF559728,KF559729,KF559730,KF559731,KF559732,KF559733
>A/Helsinki/521/2013,Finland,2013,2,7,Human,pH1N1,KF559734,KF559735,KF559736,KF559737,KF559738,KF559739,KF559740,KF559741
>A/Helsinki/524/2013,Finland,2013,2,8,Human,pH1N1,KF559742,KF559743,KF559744,KF559745,KF559746,KF559747,KF559748,KF559749
>A/Helsinki/526/2013,Finland,2013,2,8,Human,pH1N1,KF559750,KF559751,KF559752,KF559753,KF559754,KF559755,KF559756,KF559757
>A/Helsinki/527/2013,Finland,2013,2,8,Human,pH1N1,KF559758,KF559759,KF559760,KF559761,KF559762,KF559763,KF559764,KF559765
>A/Helsinki/528/2013,Finland,2013,2,7,Human,pH1N1,KF559766,KF559767,KF559768,KF559769,KF559770,KF559771,KF559772,KF559773
>A/Helsinki/543/2013,Finland,2013,2,10,Human,pH1N1,KF559774,KF559775,KF559776,KF559777,KF559778,KF559779,KF559780,KF559781
>A/Helsinki/544N/2014,Finland,2014,2,11,Human,pH1N1,KM219247,KM219248,KM219249,KM219250,KM219251,KM219252,KM219253,KM219254
>A/Helsinki/545N/2014,Finland,2014,2,13,Human,pH1N1,KM366647,KM366648,KM366649,KM366650,KM366651,KM366652,KM366653,KM366654
>A/Helsinki/548M/2014,Finland,2014,2,13,Human,pH1N1,KM366655,KM366656,KM366657,KM366658,KM366659,KM366660,KM366661,KM366662
>A/Helsinki/551/2013,Finland,2013,2,11,Human,pH1N1,KF559782,KF559783,KF559784,KF559785,KF559786,KF559787,KF559788,KF559789
>A/Helsinki/552/2013,Finland,2013,2,11,Human,pH1N1,KF559790,KF559791,KF559792,KF559793,KF559794,KF559795,KF559796,KF559797
>A/Helsinki/568/2013,Finland,2013,2,10,Human,pH1N1,KF559798,KF559799,KF559800,KF559801,KF559802,KF559803,KF559804,KF559805
>A/Helsinki/576/2013,Finland,2013,2,11,Human,pH1N1,KF559806,KF559807,KF559808,KF559809,KF559810,KF559811,KF559812,KF559813
>A/Helsinki/594/2013,Finland,2013,2,11,Human,pH1N1,KF559814,KF559815,KF559816,KF559817,KF559818,KF559819,KF559820,KF559821
>A/Helsinki/595/2013,Finland,2013,2,12,Human,pH1N1,KF559822,KF559823,KF559824,KF559825,KF559826,KF559827,KF559828,KF559829
>A/Helsinki/598/2013,Finland,2013,2,12,Human,pH1N1,KF559830,KF559831,KF559832,KF559833,KF559834,KF559835,KF559836,KF559837
>A/Helsinki/604/2013,Finland,2013,2,12,Human,pH1N1,KF559838,KF559839,KF559840,KF559841,KF559842,KF559843,KF559844,KF559845
>A/Helsinki/606/2013,Finland,2013,2,11,Human,pH1N1,KF559846,KF559847,KF559848,KF559849,KF559850,KF559851,KF559852,KF559853
>A/Helsinki/612/2013,Finland,2013,2,12,Human,pH1N1,KF559854,KF559855,KF559856,KF559857,KF559858,KF559859,KF559860,KF559861
>A/Helsinki/613/2013,Finland,2013,2,11,Human,pH1N1,KF559862,KF559863,KF559864,KF559865,KF559866,KF559867,KF559868,KF559869
>A/Helsinki/627/2013,Finland,2013,2,12,Human,pH1N1,KF559870,KF559871,KF559872,KF559873,KF559874,KF559875,KF559876,KF559877
>A/Helsinki/628/2013,Finland,2013,2,13,Human,pH1N1,KF559878,KF559879,KF559880,KF559881,KF559882,KF559883,KF559884,KF559885
>A/Helsinki/629/2013,Finland,2013,2,13,Human,pH1N1,KF559886,KF559887,KF559888,KF559889,KF559890,KF559891,KF559892,KF559893
>A/Helsinki/636/2013,Finland,2013,2,12,Human,pH1N1,KF559894,KF559895,KF559896,KF559897,KF559898,KF559899,KF559900,KF559901
>A/Helsinki/655/2013,Finland,2013,2,13,Human,pH1N1,KF559902,KF559903,KF559904,KF559905,KF559906,KF559907,KF559908,KF559909
>A/Helsinki/664/2013,Finland,2013,2,14,Human,pH1N1,KF559910,KF559911,KF559912,KF559913,KF559914,KF559915,KF559916,KF559917
>A/Helsinki/668/2013,Finland,2013,2,13,Human,pH1N1,KF559918,KF559919,KF559920,KF559921,KF559922,KF559923,KF559924,KF559925
>A/Helsinki/677/2013,Finland,2013,2,14,Human,pH1N1,KF559926,KF559927,KF559928,KF559929,KF559930,KF559931,KF559932,KF559933
>A/Helsinki/678/2013,Finland,2013,2,15,Human,pH1N1,KF559934,KF559935,KF559936,KF559937,KF559938,KF559939,KF559940,KF559941
>A/Helsinki/679/2013,Finland,2013,2,14,Human,pH1N1,KF559942,KF559943,KF559944,KF559945,KF559946,KF559947,KF559948,KF559949
>A/Helsinki/686/2013,Finland,2013,2,16,Human,pH1N1,KF559950,KF559951,KF559952,KF559953,KF559954,KF559955,KF559956,KF559957
>A/Helsinki/694/2013,Finland,2013,2,14,Human,pH1N1,KF559958,KF559959,KF559960,KF559961,KF559962,KF559963,KF559964,KF559965
>A/Helsinki/709/2013,Finland,2013,2,15,Human,pH1N1,KF559966,KF559967,KF559968,KF559969,KF559970,KF559971,KF559972,KF559973
>A/Helsinki/715/2013,Finland,2013,2,16,Human,pH1N1,KF559974,KF559975,KF559976,KF559977,KF559978,KF559979,KF559980,KF559981
>A/Helsinki/723M/2014,Finland,2014,2,17,Human,pH1N1,KM366671,KM366672,KM366673,KM366674,KM366675,KM366676,KM366677,KM366678
>A/Helsinki/730/2013,Finland,2013,2,17,Human,pH1N1,KF559982,KF559983,KF559984,KF559985,KF559986,KF559987,KF559988,KF559989
>A/Helsinki/736M/2014,Finland,2014,2,17,Human,pH1N1,KM366679,KM366680,KM366681,KM366682,KM366683,KM366684,KM366685,KM366686
>A/Helsinki/737/2013,Finland,2013,2,18,Human,pH1N1,KF559990,KF559991,KF559992,KF559993,KF559994,KF559995,KF559996,KF559997
>A/Helsinki/741M/2014,Finland,2014,2,17,Human,pH1N1,KM366687,KM366688,KM366689,KM366690,KM366691,KM366692,KM366693,KM366694
>A/Helsinki/742/2013,Finland,2013,2,18,Human,pH1N1,KF559998,KF559999,KF560000,KF560001,KF560002,KF560003,KF560004,KF560005
>A/Helsinki/753/2013,Finland,2013,2,19,Human,pH1N1,KF560006,KF560007,KF560008,KF560009,KF560010,KF560011,KF560012,KF560013
>A/Helsinki/754M/2014,Finland,2014,2,18,Human,pH1N1,KM366703,KM366704,KM366705,KM366706,KM366707,KM366708,KM366709,KM366710
>A/Helsinki/757/2013,Finland,2013,2,19,Human,pH1N1,KF560014,KF560015,KF560016,KF560017,KF560018,KF560019,KF560020,KF560021
>A/Helsinki/758/2013,Finland,2013,2,18,Human,pH1N1,KF560022,KF560023,KF560024,KF560025,KF560026,KF560027,KF560028,KF560029
>A/Helsinki/759N/2014,Finland,2014,2,18,Human,pH1N1,KM219263,KM219264,KM219265,KM219266,KM219267,KM219268,KM219269,KM219270
>A/Helsinki/767/2013,Finland,2013,2,19,Human,pH1N1,KF560038,KF560039,KF560040,KF560041,KF560042,KF560043,KF560044,KF560045
>A/Helsinki/769M/2014,Finland,2014,2,18,Human,pH1N1,KM366711,KM366712,KM366713,KM366714,KM366715,KM366716,KM366717,KM366718
>A/Helsinki/77/2013,Finland,2013,1,9,Human,pH1N1,KF559374,KF559375,KF559376,KF559377,KF559378,KF559379,KF559380,KF559381
>A/Helsinki/770M/2014,Finland,2014,2,18,Human,pH1N1,KM366719,KM366720,KM366721,KM366722,KM366723,KM366724,KM366725,KM366726
>A/Helsinki/771N/2014,Finland,2014,2,18,Human,pH1N1,KM219279,KM219280,KM219281,KM219282,KM219283,KM219284,KM219285,KM219286
>A/Helsinki/779/2013,Finland,2013,2,19,Human,pH1N1,KF560046,KF560047,KF560048,KF560049,KF560050,KF560051,KF560052,KF560053
>A/Helsinki/802M/2014,Finland,2014,2,19,Human,pH1N1,KM366727,KM366728,KM366729,KM366730,KM366731,KM366732,KM366733,KM366734
>A/Helsinki/804/2013,Finland,2013,2,21,Human,pH1N1,KF560054,KF560055,KF560056,KF560057,KF560058,KF560059,KF560060,KF560061
>A/Helsinki/806/2013,Finland,2013,2,19,Human,pH1N1,KF560062,KF560063,KF560064,KF560065,KF560066,KF560067,KF560068,KF560069
>A/Helsinki/808M/2014,Finland,2014,2,19,Human,pH1N1,KM366735,KM366736,KM366737,KM366738,KM366739,KM366740,KM366741,KM366742
>A/Helsinki/809N/2014,Finland,2014,2,19,Human,pH1N1,KM366743,KM366744,KM366745,KM366746,KM366747,KM366748,KM366749,KM366750
>A/Helsinki/819/2013,Finland,2013,2,21,Human,pH1N1,KF560078,KF560079,KF560080,KF560081,KF560082,KF560083,KF560084,KF560085
>A/Helsinki/827/2013,Finland,2013,2,22,Human,pH1N1,KF560086,KF560087,KF560088,KF560089,KF560090,KF560091,KF560092,KF560093
>A/Helsinki/828/2013,Finland,2013,2,21,Human,pH1N1,KF560094,KF560095,KF560096,KF560097,KF560098,KF560099,KF560100,KF560101
>A/Helsinki/844/2013,Finland,2013,2,24,Human,pH1N1,KF560102,KF560103,KF560104,KF560105,KF560106,KF560107,KF560108,KF560109
>A/Helsinki/846M/2014,Finland,2014,2,21,Human,pH1N1,KM366751,KM366752,KM366753,KM366754,KM366755,KM366756,KM366757,KM366758
>A/Helsinki/848/2013,Finland,2013,2,24,Human,pH1N1,KF560110,KF560111,KF560112,KF560113,KF560114,KF560115,KF560116,KF560117
>A/Helsinki/859/2013,Finland,2013,2,22,Human,pH1N1,KF560118,KF560119,KF560120,KF560121,KF560122,KF560123,KF560124,KF560125
>A/Helsinki/861N/2014,Finland,2014,2,21,Human,pH1N1,KM366759,KM366760,KM366761,KM366762,KM366763,KM366764,KM366765,KM366766
>A/Helsinki/870/2013,Finland,2013,2,25,Human,pH1N1,KF560126,KF560127,KF560128,KF560129,KF560130,KF560131,KF560132,KF560133
>A/Helsinki/875/2013,Finland,2013,2,22,Human,pH1N1,KF560134,KF560135,KF560136,KF560137,KF560138,KF560139,KF560140,KF560141
>A/Helsinki/893/2013,Finland,2013,2,26,Human,pH1N1,KF560142,KF560143,KF560144,KF560145,KF560146,KF560147,KF560148,KF560149
>A/Helsinki/894/2012,Finland,2012,3,1,Human,pH1N1,KF560150,KF560151,KF560152,KF560153,KF560154,KF560155,KF560156,KF560157
>A/Helsinki/911/2013,Finland,2013,2,27,Human,pH1N1,KF560158,KF560159,KF560160,KF560161,KF560162,KF560163,KF560164,KF560165
>A/Helsinki/912/2013,Finland,2013,2,26,Human,pH1N1,KF560166,KF560167,KF560168,KF560169,KF560170,KF560171,KF560172,KF560173
>A/Helsinki/922/2012,Finland,2012,3,1,Human,pH1N1,KF560174,KF560175,KF560176,KF560177,KF560178,KF560179,KF560180,KF560181
>A/Helsinki/942/2012,Finland,2012,3,3,Human,pH1N1,KF560182,KF560183,KF560184,KF560185,KF560186,KF560187,KF560188,KF560189
>A/Helsinki/946M/2014,Finland,2014,2,21,Human,pH1N1,KM366767,KM366768,KM366769,KM366770,KM366771,KM366772,KM366773,KM366774
>A/Helsinki/956/2013,Finland,2013,2,28,Human,pH1N1,KF560190,KF560191,KF560192,KF560193,KF560194,KF560195,KF560196,KF560197
>A/Helsinki/962/2013,Finland,2013,2,28,Human,pH1N1,KF560198,KF560199,KF560200,KF560201,KF560202,KF560203,KF560204,KF560205
>A/Helsinki/977/2013,Finland,2013,3,1,Human,pH1N1,KF560206,KF560207,KF560208,KF560209,KF560210,KF560211,KF560212,KF560213
>A/Helsinki/979M/2014,Finland,2014,2,21,Human,pH1N1,KM366775,KM366776,KM366777,KM366778,KM366779,KM366780,KF560220,KF560221
>A/Helsinki/99/2013,Finland,2013,1,14,Human,pH1N1,KF559382,KF559383,KF559384,KF559385,KF559386,KF559387,KF559388,KF559389
>A/Helsinki/994/2013,Finland,2013,3,2,Human,pH1N1,KF560222,KF560223,KF560224,KF560225,KF560226,KF560227,KF560228,KF560229
>A/Helsinki/997/2013,Finland,2013,3,4,Human,pH1N1,KF560230,KF560231,KF560232,KF560233,KF560234,KF560235,KF560236,KF560237
>A/Hokkaido/13H020/2014,Japan,2014,1,29,Human,pH1N1,LC032969,LC032972,LC032971,LC032970,LC032973,LC032968,LC032967,LC032966
>A/Hokkaido/13H069/2014,Japan,2014,3,5,Human,pH1N1,LC032985,LC032988,LC032987,LC032986,LC032989,LC032984,LC032983,LC032982
>A/Houston/JMM_122/2013,USA,2013,1,8,Human,pH1N1,CY183145,CY183146,CY183147,CY183148,CY183149,CY183150,CY183151,CY183152
>A/Houston/JMM_131/2013,USA,2013,1,9,Human,pH1N1,CY183217,CY183218,CY183219,CY183220,CY183221,CY183222,CY183223,CY183224
>A/Houston/JMM_148/2013,USA,2013,1,15,Human,pH1N1,CY183329,CY183330,CY183331,CY183332,CY183333,CY183334,CY183335,CY186018
>A/Houston/JMM_152/2013,USA,2013,2,5,Human,pH1N1,CY186043,CY186044,CY186045,CY186046,CY186047,CY186048,CY186049,CY186050
>A/Houston/JMM_155/2013,USA,2013,1,21,Human,pH1N1,CY186067,CY186068,CY186069,CY186070,CY186071,CY186072,CY186073,CY186074
>A/Houston/JMM_159/2013,USA,2013,2,8,Human,pH1N1,CY186099,CY186100,CY186101,CY186102,CY186103,CY186104,CY186105,CY186106
>A/Houston/JMM_163/2013,USA,2013,1,30,Human,pH1N1,CY186131,CY186132,CY186133,CY186134,CY186135,CY186136,CY186137,CY186138
>A/Houston/JMM_171/2013,USA,2013,1,27,Human,pH1N1,CY186187,CY186188,CY186189,CY186190,CY186191,CY186192,CY186193,CY186194
>A/Houston/JMM_64/2012,USA,2012,12,12,Human,pH1N1,CY182713,CY182714,CY182715,CY182716,CY182717,CY182718,CY182719,CY182720
>A/Houston/JMM_93/2012,USA,2012,12,28,Human,pH1N1,CY182929,CY182930,CY182931,CY182932,CY182933,CY182934,CY182935,CY182936
>A/Illinois/NHRC0001/2011,USA,2011,1,26,Human,pH1N1,CY092872,CY092873,CY092874,CY092875,CY092876,CY092877,CY092878,CY092879
>A/India/GWL01/2011,India,2011,8,24,Human,pH1N1,JQ319658,JX262211,JX262201,JX262209,JX262213,JX262207,JX262205,JX262203
>A/India/GWL02/2011,India,2011,8,24,Human,pH1N1,JQ319657,JX262212,JX262202,JX262210,JX262214,JX262208,JX262206,JX262204
>A/India/Nag132467/2013,India,2013,1,31,Human,pH1N1,KF280735,KF280738,KF280737,KF280736,KF280739,KF280734,KF280733,KF280732
>A/India/Nsk12388/2012,India,2012,1,19,Human,pH1N1,KF280671,KF280674,KF280673,KF280672,KF280675,KF280670,KF280669,KF280668
>A/India/P1112874/2011,India,2011,8,10,Human,pH1N1,KF280655,KF280658,KF280657,KF280656,KF280659,KF280654,KF280653,KF280652
>A/India/P1114854/2011,India,2011,9,23,Human,pH1N1,KF280663,KF280666,KF280665,KF280664,KF280667,KF280662,KF280661,KF280660
>A/India/P121716/2012,India,2012,2,24,Human,pH1N1,KF280679,KF280682,KF280681,KF280680,KF280683,KF280678,KF280677,KF280676
>A/India/P121717/2012,India,2012,2,24,Human,pH1N1,KF280687,KF280690,KF280689,KF280688,KF280691,KF280686,KF280685,KF280684
>A/India/P121773/2012,India,2012,2,24,Human,pH1N1,KF280695,KF280698,KF280697,KF280696,KF280699,KF280694,KF280693,KF280692
>A/India/P121778/2012,India,2012,2,24,Human,pH1N1,KF280703,KF280706,KF280705,KF280704,KF280707,KF280702,KF280701,KF280700
>A/India/P12946/2012,India,2012,2,10,Human,pH1N1,KF280719,KF280722,KF280721,KF280720,KF280723,KF280718,KF280717,KF280716
>A/India/P131027/2013,India,2013,1,27,Human,pH1N1,KF270582,KF270585,KF270584,KF270583,KF270586,KF270581,KF270580,KF270579
>A/India/P131845/2013,India,2013,2,15,Human,pH1N1,KF280743,KF280746,KF280745,KF280744,KF280747,KF280742,KF280741,KF280740
>A/India/P132194/2013,India,2013,2,18,Human,pH1N1,KF280751,KF280754,KF280753,KF280752,KF280755,KF280750,KF280749,KF280748
>A/Indiana/04/2011,USA,2011,1,19,Human,pH1N1,KC882343,KC882345,KC882344,KC882321,KC882315,KC882371,KC882320,KC882319
>A/Joshkar-Ola/CRIE-BLP/2011,Russia,2011,2,22,Human,pH1N1,JN714500,JN714503,JN714502,JN714501,JN714504,JN714499,JN714498,JN714497
>A/Kazan/CRIE-01/2012,Russia,2012,12,29,Human,pH1N1,KF013859,KF746669,KF746668,KF746667,KF746670,KF746664,KF746663,KF746662
>A/Kazan/CRIE-02/2013,Russia,2013,1,5,Human,pH1N1,KF746674,KF746677,KF746676,KF746675,KF746678,KF746673,KF746672,KF746671
>A/Kazan/CRIE-04/2013,Russia,2013,1,9,Human,pH1N1,KF746710,KF746713,KF746712,KF746711,KF746714,KF746709,KF746708,KF746707
>A/KhonKaen/INS3_649/2012,Thailand,2012,9,20,Human,pH1N1,CY176538,CY176539,CY176540,CY176541,CY176542,CY176543,CY176544,CY176545
>A/Kowloon/INS3_638/2011,HongKong,2011,2,8,Human,pH1N1,CY176450,CY176451,CY176452,CY176453,CY176454,CY176455,CY176456,CY176457
>A/Kowloon/INS3_639/2011,HongKong,2011,2,7,Human,pH1N1,CY176458,CY176459,CY176460,CY176461,CY176462,CY176463,CY176464,CY176465
>A/Kowloon/INS3_688/2011,HongKong,2011,2,8,Human,pH1N1,CY176762,CY176763,CY176764,CY176765,CY176766,CY176767,CY176768,CY176769
>A/Kowloon/INS3_689/2011,HongKong,2011,1,28,Human,pH1N1,CY176770,CY176771,CY176772,CY176773,CY176774,CY176775,CY176776,CY176777
>A/Kowloon/INS3_691/2011,HongKong,2011,1,26,Human,pH1N1,CY176778,CY176779,CY176780,CY176781,CY176782,CY176783,CY176784,CY176785
>A/Kowloon/INS3_692/2011,HongKong,2011,3,7,Human,pH1N1,CY176786,CY176787,CY176788,CY176789,CY176790,CY176791,CY176792,CY176793
>A/Kowloon/INS3_693/2011,HongKong,2011,2,16,Human,pH1N1,CY176794,CY176795,CY176796,CY176797,CY176798,CY176799,CY176800,CY176801
>A/Kowloon/INS531/2011,HongKong,2011,2,15,Human,pH1N1,CY129582,CY129583,CY129584,CY129585,CY129586,CY129587,CY129588,CY129589
