name,country,year,month,year,host,subtype,accHA,accMP,accNA,accNP,accNS,accPA,accPB1,accPB2
>A/Nicaragua/6200_05/2013,Nicaragua,2013,8,2,Human,pH1N1,CY188153,CY188154,CY188155,CY188156,CY188157,CY188158,CY188159,CY188160
>A/Nicaragua/6263_05/2013,Nicaragua,2013,11,14,Human,pH1N1,CY188337,CY188338,CY188339,CY188340,CY188341,CY188342,CY188343,CY188344
>A/Nicaragua/6298_07/2013,Nicaragua,2013,7,7,Human,pH1N1,CY188169,CY188170,CY188171,CY188172,CY188173,CY188174,CY188175,CY188176
>A/Nicaragua/6369_04/2013,Nicaragua,2013,7,21,Human,pH1N1,CY188001,CY188002,CY188003,CY188004,CY188005,CY188006,CY188007,CY188008
>A/Nicaragua/6388_04/2013,Nicaragua,2013,11,19,Human,pH1N1,CY188065,CY188066,CY188067,CY188068,CY188069,CY188070,CY188071,CY188072
>A/Nicaragua/6397_17/2013,Nicaragua,2013,11,17,Human,pH1N1,CY188313,CY188314,CY188315,CY188316,CY188317,CY188318,CY188319,CY188320
>A/Nicaragua/6417_12/2013,Nicaragua,2013,8,22,Human,pH1N1,CY188281,CY188282,CY188283,CY188284,CY188285,CY188286,CY188287,CY188288
>A/Nicaragua/6471_06/2013,Nicaragua,2013,6,11,Human,pH1N1,CY188409,CY188410,CY188411,CY188412,CY188413,CY188414,CY188415,CY188416
>A/Nicaragua/6520_07/2013,Nicaragua,2013,7,6,Human,pH1N1,CY187865,CY187866,CY187867,CY187868,CY187869,CY187870,CY187871,CY187872
>A/Nicaragua/6651_06/2013,Nicaragua,2013,6,16,Human,pH1N1,CY188425,CY188426,CY188427,CY188428,CY188429,CY188430,CY188431,CY188432
>A/Nicaragua/6819_12/2013,Nicaragua,2013,6,26,Human,pH1N1,CY188473,CY188474,CY188475,CY188476,CY188477,CY188478,CY188479,CY188480
>A/Nicaragua/6820_09/2013,Nicaragua,2013,11,18,Human,pH1N1,CY188105,CY188106,CY188107,CY188108,CY188109,CY188110,CY188111,CY188112
>A/Nicaragua/6863_05/2013,Nicaragua,2013,7,9,Human,pH1N1,CY188353,CY188354,CY188355,CY188356,CY188357,CY188358,CY188359,CY188360
>A/Nicaragua/6887_07/2013,Nicaragua,2013,11,17,Human,pH1N1,CY188073,CY188074,CY188075,CY188076,CY188077,CY188078,CY188079,CY188080
>A/Nicaragua/6897_05/2013,Nicaragua,2013,6,24,Human,pH1N1,CY188449,CY188450,CY188451,CY188452,CY188453,CY188454,CY188455,CY188456
>A/Nicaragua/6958_06/2013,Nicaragua,2013,11,10,Human,pH1N1,CY187897,CY187898,CY187899,CY187900,CY187901,CY187902,CY187903,CY187904
>A/Nicaragua/7301_06/2013,Nicaragua,2013,8,17,Human,pH1N1,CY188009,CY188010,CY188011,CY188012,CY188013,CY188014,CY188015,CY188016
>A/Nicaragua/7302_09/2013,Nicaragua,2013,8,9,Human,pH1N1,CY188049,CY188050,CY188051,CY188052,CY188053,CY188054,CY188055,CY188056
>A/Nicaragua/7304_02/2013,Nicaragua,2013,3,15,Human,pH1N1,CY188561,CY188562,CY188563,CY188564,CY188565,CY188566,CY188567,CY188568
>A/Nicaragua/7331_01_TR1/2013,Nicaragua,2013,6,12,Human,pH1N1,CY189743,CY189744,CY189745,CY189746,CY189747,CY189748,CY189749,CY189750
>A/Nicaragua/7476_09/2013,Nicaragua,2013,7,3,Human,pH1N1,CY188537,CY188538,CY188539,CY188540,CY188541,CY188542,CY188543,CY188544
>A/Nicaragua/7486_06/2013,Nicaragua,2013,6,27,Human,pH1N1,CY188385,CY188386,CY188387,CY188388,CY188389,CY188390,CY188391,CY188392
>A/Nicaragua/7502_06/2013,Nicaragua,2013,7,30,Human,pH1N1,CY188257,CY188258,CY188259,CY188260,CY188261,CY188262,CY188263,CY188264
>A/Nicaragua/7579_04/2013,Nicaragua,2013,8,5,Human,pH1N1,CY188185,CY188186,CY188187,CY188188,CY188189,CY188190,CY188191,CY188192
>A/Nicaragua/7598_03/2013,Nicaragua,2013,10,14,Human,pH1N1,CY187849,CY187850,CY187851,CY187852,CY187853,CY187854,CY187855,CY187856
>A/Nicaragua/7682_03/2013,Nicaragua,2013,6,30,Human,pH1N1,CY188441,CY188442,CY188443,CY188444,CY188445,CY188446,CY188447,CY188448
>A/Nicaragua/7927_05/2013,Nicaragua,2013,9,27,Human,pH1N1,CY188161,CY188162,CY188163,CY188164,CY188165,CY188166,CY188167,CY188168
>A/Nicaragua/AGA2-24/2011,Nicaragua,2011,10,5,Human,pH1N1,CY181737,CY181738,CY181739,CY181740,CY181741,CY181742,CY181743,CY181744
>A/Nicaragua/AGA2-26/2011,Nicaragua,2011,10,5,Human,pH1N1,CY181753,CY181754,CY181755,CY181756,CY181757,CY181758,CY181759,CY181760
>A/Nicaragua/AGA2-27/2011,Nicaragua,2011,10,6,Human,pH1N1,CY181761,CY181762,CY181763,CY181764,CY181765,CY181766,CY181767,CY181768
>A/Nicaragua/AGA2-28/2011,Nicaragua,2011,10,9,Human,pH1N1,CY181769,CY181770,CY181771,CY181772,CY181773,CY181774,CY181775,CY181776
>A/Nicaragua/AGA2-29/2011,Nicaragua,2011,10,10,Human,pH1N1,CY181777,CY181778,CY181779,CY181780,CY181781,CY181782,CY181783,CY181784
>A/Nicaragua/AGA2-33/2011,Nicaragua,2011,10,13,Human,pH1N1,CY181801,CY181802,CY181803,CY181804,CY181805,CY181806,CY181807,CY181808
>A/Nicaragua/AGA2-35/2011,Nicaragua,2011,10,14,Human,pH1N1,CY181809,CY181810,CY181811,CY181812,CY181813,CY181814,CY181815,CY181816
>A/Nicaragua/AGA2-36/2011,Nicaragua,2011,10,15,Human,pH1N1,CY181817,CY181818,CY181819,CY181820,CY181821,CY181822,CY181823,CY181824
>A/Nicaragua/AGA2-37/2011,Nicaragua,2011,10,15,Human,pH1N1,CY181825,CY181826,CY181827,CY181828,CY181829,CY181830,CY181831,CY181832
>A/Nicaragua/AGA2-39/2011,Nicaragua,2011,10,18,Human,pH1N1,CY181833,CY181834,CY181835,CY181836,CY181837,CY181838,CY181839,CY181840
>A/Nicaragua/AGA2-41/2011,Nicaragua,2011,10,19,Human,pH1N1,CY181849,CY181850,CY181851,CY181852,CY181853,CY181854,CY181855,CY181856
>A/Nicaragua/AGA2-42/2011,Nicaragua,2011,10,20,Human,pH1N1,CY181857,CY181858,CY181859,CY181860,CY181861,CY181862,CY181863,CY181864
>A/Nicaragua/AGA2-43/2011,Nicaragua,2011,10,21,Human,pH1N1,CY181865,CY181866,CY181867,CY181868,CY181869,CY181870,CY181871,CY181872
>A/Nicaragua/AGA2-44/2011,Nicaragua,2011,10,21,Human,pH1N1,CY181873,CY181874,CY181875,CY181876,CY181877,CY181878,CY181879,CY181880
>A/Nicaragua/AGA2-45/2011,Nicaragua,2011,10,22,Human,pH1N1,CY181881,CY181882,CY181883,CY181884,CY181885,CY181886,CY181887,CY181888
>A/Nicaragua/AGA2-46/2011,Nicaragua,2011,10,22,Human,pH1N1,CY181889,CY181890,CY181891,CY181892,CY181893,CY181894,CY181895,CY181896
>A/Nicaragua/AGA2-47/2011,Nicaragua,2011,10,23,Human,pH1N1,CY181897,CY181898,CY181899,CY181900,CY181901,CY181902,CY181903,CY181904
>A/Nicaragua/AGA2-50/2011,Nicaragua,2011,10,23,Human,pH1N1,CY181921,CY181922,CY181923,CY181924,CY181925,CY181926,CY181927,CY181928
>A/Nicaragua/AGA2-52/2011,Nicaragua,2011,10,26,Human,pH1N1,CY181929,CY181930,CY181931,CY181932,CY181933,CY181934,CY181935,CY181936
>A/Nicaragua/AGA2-53/2011,Nicaragua,2011,10,27,Human,pH1N1,CY181937,CY181938,CY181939,CY181940,CY181941,CY181942,CY181943,CY181944
>A/Nicaragua/AGA2-54/2011,Nicaragua,2011,10,27,Human,pH1N1,CY181945,CY181946,CY181947,CY181948,CY181949,CY181950,CY181951,CY181952
>A/Nicaragua/AGA2-55/2011,Nicaragua,2011,10,27,Human,pH1N1,CY181953,CY181954,CY181955,CY181956,CY181957,CY181958,CY181959,CY181960
>A/Nicaragua/AGA2-56/2011,Nicaragua,2011,10,28,Human,pH1N1,CY181961,CY181962,CY181963,CY181964,CY181965,CY181966,CY181967,CY181968
>A/Nicaragua/AGA2-57/2011,Nicaragua,2011,10,28,Human,pH1N1,CY181969,CY181970,CY181971,CY181972,CY181973,CY181974,CY181975,CY181976
>A/Nicaragua/AGA2-58/2011,Nicaragua,2011,10,29,Human,pH1N1,CY181977,CY181978,CY181979,CY181980,CY181981,CY181982,CY181983,CY181984
>A/Nicaragua/AGA2-60/2011,Nicaragua,2011,10,30,Human,pH1N1,CY181993,CY181994,CY181995,CY181996,CY181997,CY181998,CY181999,CY182000
>A/Nicaragua/AGA2-61/2011,Nicaragua,2011,10,31,Human,pH1N1,CY182001,CY182002,CY182003,CY182004,CY182005,CY182006,CY182007,CY182008
>A/Nicaragua/AGA2-62/2011,Nicaragua,2011,11,2,Human,pH1N1,CY182009,CY182010,CY182011,CY182012,CY182013,CY182014,CY182015,CY182016
>A/Nicaragua/AGA2-66/2011,Nicaragua,2011,11,7,Human,pH1N1,CY182033,CY182034,CY182035,CY182036,CY182037,CY182038,CY182039,CY182040
>A/Nicaragua/AGA2-68/2011,Nicaragua,2011,11,3,Human,pH1N1,CY182049,CY182050,CY182051,CY182052,CY182053,CY182054,CY182055,CY182056
>A/Nicaragua/AGA2-69/2011,Nicaragua,2011,11,9,Human,pH1N1,CY182057,CY182058,CY182059,CY182060,CY182061,CY182062,CY182063,CY182064
>A/Nicaragua/AGA2-70/2011,Nicaragua,2011,11,11,Human,pH1N1,CY182065,CY182066,CY182067,CY182068,CY182069,CY182070,CY182071,CY182072
>A/Nicaragua/AGA2-73/2011,Nicaragua,2011,11,18,Human,pH1N1,CY182081,CY182082,CY182083,CY182084,CY182085,CY182086,CY182087,CY182088
>A/Nicaragua/AGA2-77/2011,Nicaragua,2011,11,29,Human,pH1N1,CY182097,CY182098,CY182099,CY182100,CY182101,CY182102,CY182103,CY182104
>A/Nicaragua/AGA2-78/2011,Nicaragua,2011,11,28,Human,pH1N1,CY182105,CY182106,CY182107,CY182108,CY182109,CY182110,CY182111,CY182112
>A/Nicaragua/AGA2-79/2011,Nicaragua,2011,12,2,Human,pH1N1,CY182113,CY182114,CY182115,CY182116,CY182117,CY182118,CY182119,CY182120
>A/Nicaragua/AGA2-80/2011,Nicaragua,2011,12,15,Human,pH1N1,CY182121,CY182122,CY182123,CY182124,CY182125,CY182126,CY182127,CY182128
>A/Nicaragua/AGA2-83/2011,Nicaragua,2011,12,27,Human,pH1N1,CY182137,CY182138,CY182139,CY182140,CY182141,CY182142,CY182143,CY182144
>A/Niigata/13F003/2014,Japan,2014,1,28,Human,pH1N1,LC033097,LC033100,LC033099,LC033098,LC033101,LC033096,LC033095,LC033094
>A/Niigata/13F270/2014,Japan,2014,2,25,Human,pH1N1,LC033089,LC033092,LC033091,LC033090,LC033093,LC033088,LC033087,LC033086
>A/Niigata/13F311/2014,Japan,2014,2,28,Human,pH1N1,LC033081,LC033084,LC033083,LC033082,LC033085,LC033080,LC033079,LC033078
>A/Niigata/13F495/2014,Japan,2014,3,17,Human,pH1N1,LC033105,LC033108,LC033107,LC033106,LC033109,LC033104,LC033103,LC033102
>A/Niigata/13NU004/2014,Japan,2014,2,10,Human,pH1N1,LC033041,LC033044,LC033043,LC033042,LC033045,LC033040,LC033039,LC033038
>A/Niigata/13NU018/2014,Japan,2014,3,13,Human,pH1N1,LC033049,LC033052,LC033051,LC033050,LC033053,LC033048,LC033047,LC033046
>A/NizhniiNovgorod/CRIE-BLM/2011,Russia,2011,1,26,Human,pH1N1,JN714492,JN714495,JN714494,JN714493,JN714496,JN714491,JN714490,JN714489
>A/NorthCarolina/02/2011,USA,2011,1,27,Human,pH1N1,KC881772,KC881769,KC881770,KC881771,KC881768,KC881773,KC881774,KC881733
>A/NorthCarolina/06/2011,USA,2011,1,20,Human,pH1N1,KC881705,KC882238,KC882244,KC882243,KC882239,KC882247,KC882246,KC882245
>A/NorthCarolina/07/2011,USA,2011,1,15,Human,pH1N1,KC881628,KC882240,KC881713,KC881712,KC882241,KC881627,KC881800,KC881708
>A/NorthCarolina/08/2011,USA,2011,3,1,Human,pH1N1,KC881719,KC881669,KC881670,KC881671,KC881718,KC881672,KC881673,KC881720
>A/NorthCarolina/09/2011,USA,2011,1,20,Human,pH1N1,KC881716,KC881664,KC881665,KC881666,KC881715,KC881667,KC881668,KC881717
>A/NorthCarolina/09/2012,USA,2012,3,1,Human,pH1N1,KC891408,KC891294,KC891258,KC891257,KC891295,KC891256,KC891255,KC891292
>A/NorthCarolina/18/2012,USA,2012,4,26,Human,pH1N1,KC891216,KC891218,KC891217,KC891303,KC891302,KC891304,KC891300,KC891301
>A/Novosibirsk/KSH/2011,Russia,2011,2,3,Human,pH1N1,JQ041354,JQ041355,JQ041356,JQ041357,JQ041358,JQ041359,JQ041360,JQ041361
>A/Okinawa/13T001/2013,Japan,2013,10,25,Human,pH1N1,LC032825,LC032828,LC032827,LC032826,LC032829,LC032824,LC032823,LC032822
>A/Pennsylvania/02/2011,USA,2011,2,22,Human,pH1N1,KC881988,KC881986,KC882061,KC881987,KC881985,KC882064,KC881711,KC881984
>A/Pennsylvania/07/2011,USA,2011,2,28,Human,pH1N1,KC881822,KC882023,KC881821,KC882000,KC882022,KC881823,KC881824,KC882124
>A/Pennsylvania/08/2011,USA,2011,2,23,Human,pH1N1,KC882043,KC882041,KC882042,KC882001,KC882040,KC882044,KC882014,KC882297
>A/Peru/PER045/2011,Peru,2011,12,1,Human,pH1N1,CY160640,CY160641,CY160642,CY160643,CY160644,CY160645,CY160646,CY160647
>A/RhodeIsland/09/2013,USA,2013,12,22,Human,pH1N1,KM409069,KM409072,KM409071,KM409070,KM409073,KM409068,KM409067,KM409066
>A/SantaClara/YGA_03030/2013,USA,2013,1,8,Human,pH1N1,CY170671,CY170672,CY170673,CY170674,CY170675,CY170676,CY170677,CY170678
>A/SantaClara/YGA_03031/2013,USA,2013,1,8,Human,pH1N1,CY170679,CY170680,CY170681,CY170682,CY170683,CY170684,CY170685,CY170686
>A/SantaClara/YGA_03033/2013,USA,2013,1,15,Human,pH1N1,CY170695,CY170696,CY170697,CY170698,CY170699,CY170700,CY170701,CY170702
>A/SantaClara/YGA_03053/2013,USA,2013,1,19,Human,pH1N1,CY170839,CY170840,CY170841,CY170842,CY170843,CY170844,CY170845,CY170846
>A/SantaClara/YGA_03065/2013,USA,2013,1,26,Human,pH1N1,CY170927,CY170928,CY170929,CY170930,CY170931,CY170932,CY170933,CY170934
>A/SantaCruz/0181/2011,Bolivia,2011,9,30,Human,pH1N1,KF612087,KF612147,KF612127,KF612107,KF612167,KF612067,KF612050,KF612032
>A/SantaCruz/0223/2011,Bolivia,2011,10,17,Human,pH1N1,KF612086,KF612146,KF612126,KF612106,KF612166,KF612066,KF612049,KF612031
>A/SantaCruz/111/2012,Bolivia,2012,3,8,Human,pH1N1,KF612088,KF612148,KF612128,KF612108,KF612168,KF612068,KF612051,KF612033
>A/SantaCruz/2083/2011,Bolivia,2011,10,31,Human,pH1N1,KF612081,KF612141,KF612121,KF612101,KF612161,KF612061,KF612044,KF612026
>A/SantaCruz/4613/2011,Bolivia,2011,10,14,Human,pH1N1,KF612084,KF612144,KF612124,KF612104,KF612164,KF612064,KF612047,KF612029
>A/SantaCruz/541/2012,Bolivia,2012,3,15,Human,pH1N1,KF612091,KF612151,KF612131,KF612111,KF612171,KF612071,KF612054,KF612036
>A/SantaCruz/7941/2011,Bolivia,2011,9,29,Human,pH1N1,KF612082,KF612142,KF612122,KF612102,KF612162,KF612062,KF612045,KF612027
>A/SantaCruz/7992/2011,Bolivia,2011,10,12,Human,pH1N1,KF612085,KF612145,KF612125,KF612105,KF612165,KF612065,KF612048,KF612030
>A/Santiago/p13d1/2011,Chile,2011,8,22,Human,pH1N1,KJ943448,KJ943449,KJ943450,KJ943451,KJ943452,KJ943453,KJ943454,KJ943455
>A/Santiago/p13d2/2013,Chile,2013,6,13,Human,pH1N1,KJ943200,KJ943201,KJ943202,KJ943203,KJ943204,KJ943205,KJ943206,KJ943207
>A/Santiago/p15d1/2011,Chile,2011,8,16,Human,pH1N1,KJ943478,KJ943479,KJ943480,KJ943481,KJ943482,KJ943483,KJ943484,KJ943485
>A/Santiago/p18d0/2013,Chile,2013,6,19,Human,pH1N1,KJ942967,KJ942968,KJ942969,KJ942970,KJ942971,KJ942972,KJ942973,KJ942974
>A/Santiago/p19d1/2011,Chile,2011,7,31,Human,pH1N1,KJ943428,KJ943429,KJ943430,KJ943431,KJ943432,KJ943433,KJ943434,KJ943435
>A/Santiago/p1d1/2011,Chile,2011,7,12,Human,pH1N1,KJ943388,KJ943389,KJ943390,KJ943391,KJ943392,KJ943393,KJ943394,KJ943395
>A/Santiago/p20d0/2013,Chile,2013,6,20,Human,pH1N1,KJ943034,KJ943035,KJ943036,KJ943037,KJ943038,KJ943039,KJ943040,KJ943041
>A/Santiago/p20d2/2011,Chile,2011,8,2,Human,pH1N1,KJ943374,KJ943375,KJ943376,KJ943377,KJ943378,KJ943379,KJ943380,KJ943381
>A/Santiago/p21d1/2011,Chile,2011,8,1,Human,pH1N1,KJ943117,KJ943118,KJ943119,KJ943120,KJ943121,KJ943122,KJ943123,KJ943124
>A/Santiago/p25d0/2013,Chile,2013,7,8,Human,pH1N1,KJ942999,KJ943000,KJ943001,KJ943002,KJ943003,KJ943004,KJ943005,KJ943006
>A/Santiago/p9d1/2011,Chile,2011,8,22,Human,pH1N1,KJ943412,KJ943413,KJ943414,KJ943415,KJ943416,KJ943417,KJ943418,KJ943419
>A/Shanghai/Mix1/2014,China,2014,1,3,Human,pH1N1,KJ946415,KP058494,KJ946416,KP058493,KP058495,KP058492,KP058491,KP058490
>A/Sheffield/INS545/2011,UnitedKingdom,2011,1,5,Human,pH1N1,CY129646,CY129647,CY129648,CY129649,CY129650,CY129651,CY129652,CY129653
>A/Singapore/CGH02/2011,Singapore,2011,1,28,Human,pH1N1,CY124508,CY124511,CY124510,CY124509,CY124512,CY124507,CY124506,CY124505
>A/Singapore/DMS1083/2011,Singapore,2011,1,31,Human,pH1N1,KT180988,KT181630,KT181416,KT181202,KT181844,KT180774,KT180346,KT180560
>A/Singapore/DMS1156/2011,Singapore,2011,1,4,Human,pH1N1,KT181002,KT181644,KT181430,KT181216,KT181858,KT180788,KT180360,KT180574
>A/Singapore/DMS1159/2011,Singapore,2011,1,5,Human,pH1N1,KT181003,KT181645,KT181431,KT181217,KT181859,KT180789,KT180361,KT180575
>A/Singapore/DMS1162/2011,Singapore,2011,1,6,Human,pH1N1,KT181005,KT181647,KT181433,KT181219,KT181861,KT180791,KT180363,KT180577
>A/Singapore/DMS1163/2011,Singapore,2011,1,7,Human,pH1N1,KT181006,KT181648,KT181434,KT181220,KT181862,KT180792,KT180364,KT180578
>A/Singapore/DMS1165/2011,Singapore,2011,1,10,Human,pH1N1,KT181007,KT181649,KT181435,KT181221,KT181863,KT180793,KT180365,KT180579
>A/Singapore/DMS1166/2011,Singapore,2011,1,11,Human,pH1N1,KT181008,KT181650,KT181436,KT181222,KT181864,KT180794,KT180366,KT180580
>A/Singapore/DMS1168/2011,Singapore,2011,1,13,Human,pH1N1,KT181009,KT181651,KT181437,KT181223,KT181865,KT180795,KT180367,KT180581
>A/Singapore/DMS1170/2011,Singapore,2011,1,14,Human,pH1N1,KT181010,KT181652,KT181438,KT181224,KT181866,KT180796,KT180368,KT180582
>A/Singapore/DMS1171/2011,Singapore,2011,1,15,Human,pH1N1,KT181011,KT181653,KT181439,KT181225,KT181867,KT180797,KT180369,KT180583
>A/Singapore/DMS1173/2011,Singapore,2011,1,18,Human,pH1N1,KT181012,KT181654,KT181440,KT181226,KT181868,KT180798,KT180370,KT180584
>A/Singapore/DMS1178/2011,Singapore,2011,1,21,Human,pH1N1,KT181013,KT181655,KT181441,KT181227,KT181869,KT180799,KT180371,KT180585
>A/Singapore/DMS1179/2011,Singapore,2011,1,23,Human,pH1N1,KT181014,KT181656,KT181442,KT181228,KT181870,KT180800,KT180372,KT180586
>A/Singapore/DMS1180/2011,Singapore,2011,1,25,Human,pH1N1,KT181015,KT181657,KT181443,KT181229,KT181871,KT180801,KT180373,KT180587
>A/Singapore/DMS1183/2011,Singapore,2011,1,27,Human,pH1N1,KT181016,KT181658,KT181444,KT181230,KT181872,KT180802,KT180374,KT180588
>A/Singapore/DMS1184/2011,Singapore,2011,2,1,Human,pH1N1,KT181017,KT181659,KT181445,KT181231,KT181873,KT180803,KT180375,KT180589
>A/Singapore/DMS1188/2011,Singapore,2011,2,8,Human,pH1N1,KT181018,KT181660,KT181446,KT181232,KT181874,KT180804,KT180376,KT180590
>A/Singapore/DMS1189/2011,Singapore,2011,2,9,Human,pH1N1,KT181019,KT181661,KT181447,KT181233,KT181875,KT180805,KT180377,KT180591
>A/Singapore/DMS1190/2011,Singapore,2011,2,11,Human,pH1N1,KT181020,KT181662,KT181448,KT181234,KT181876,KT180806,KT180378,KT180592
>A/Singapore/DMS1192/2011,Singapore,2011,2,14,Human,pH1N1,KT181021,KT181663,KT181449,KT181235,KT181877,KT180807,KT180379,KT180593
>A/Singapore/DMS1194/2011,Singapore,2011,2,16,Human,pH1N1,KT181022,KT181664,KT181450,KT181236,KT181878,KT180808,KT180380,KT180594
>A/Singapore/DMS1195/2011,Singapore,2011,2,18,Human,pH1N1,KT181023,KT181665,KT181451,KT181237,KT181879,KT180809,KT180381,KT180595
>A/Singapore/DMS1196/2011,Singapore,2011,2,19,Human,pH1N1,KT181024,KT181666,KT181452,KT181238,KT181880,KT180810,KT180382,KT180596
>A/Singapore/DMS1198/2011,Singapore,2011,2,22,Human,pH1N1,KT181025,KT181667,KT181453,KT181239,KT181881,KT180811,KT180383,KT180597
>A/Singapore/DMS1199/2011,Singapore,2011,2,21,Human,pH1N1,KT181026,KT181668,KT181454,KT181240,KT181882,KT180812,KT180384,KT180598
>A/Singapore/DMS1200/2011,Singapore,2011,2,23,Human,pH1N1,KT181029,KT181671,KT181457,KT181243,KT181885,KT180815,KT180387,KT180601
>A/Singapore/DMS1201/2011,Singapore,2011,2,24,Human,pH1N1,KT181030,KT181672,KT181458,KT181244,KT181886,KT180816,KT180388,KT180602
>A/Singapore/DMS1202/2011,Singapore,2011,2,26,Human,pH1N1,KT181031,KT181673,KT181459,KT181245,KT181887,KT180817,KT180389,KT180603
>A/Singapore/DMS1206/2011,Singapore,2011,3,2,Human,pH1N1,KT181032,KT181674,KT181460,KT181246,KT181888,KT180818,KT180390,KT180604
>A/Singapore/DMS1207/2011,Singapore,2011,3,7,Human,pH1N1,KT181033,KT181675,KT181461,KT181247,KT181889,KT180819,KT180391,KT180605
>A/Singapore/DMS1208/2011,Singapore,2011,3,8,Human,pH1N1,KT181034,KT181676,KT181462,KT181248,KT181890,KT180820,KT180392,KT180606
>A/Singapore/DMS1209/2011,Singapore,2011,3,9,Human,pH1N1,KT181035,KT181677,KT181463,KT181249,KT181891,KT180821,KT180393,KT180607
>A/Singapore/DMS1211/2011,Singapore,2011,3,18,Human,pH1N1,KT181037,KT181679,KT181465,KT181251,KT181893,KT180823,KT180395,KT180609
>A/Singapore/DMS1213/2011,Singapore,2011,3,21,Human,pH1N1,KT181038,KT181680,KT181466,KT181252,KT181894,KT180824,KT180396,KT180610
>A/Singapore/DMS1215/2011,Singapore,2011,3,23,Human,pH1N1,KT181039,KT181681,KT181467,KT181253,KT181895,KT180825,KT180397,KT180611
>A/Singapore/DMS1216/2011,Singapore,2011,3,25,Human,pH1N1,KT181040,KT181682,KT181468,KT181254,KT181896,KT180826,KT180398,KT180612
>A/Singapore/DMS1217/2011,Singapore,2011,3,25,Human,pH1N1,KT181041,KT181683,KT181469,KT181255,KT181897,KT180827,KT180399,KT180613
>A/Singapore/DMS1218/2011,Singapore,2011,3,30,Human,pH1N1,KT181042,KT181684,KT181470,KT181256,KT181898,KT180828,KT180400,KT180614
>A/Singapore/DMS1219/2011,Singapore,2011,4,14,Human,pH1N1,KT181043,KT181685,KT181471,KT181257,KT181899,KT180829,KT180401,KT180615
>A/Singapore/DMS1220/2011,Singapore,2011,5,19,Human,pH1N1,KT181044,KT181686,KT181472,KT181258,KT181900,KT180830,KT180402,KT180616
>A/Singapore/DMS1221/2011,Singapore,2011,5,27,Human,pH1N1,KT181045,KT181687,KT181473,KT181259,KT181901,KT180831,KT180403,KT180617
>A/Singapore/DMS1223/2011,Singapore,2011,5,31,Human,pH1N1,KT181046,KT181688,KT181474,KT181260,KT181902,KT180832,KT180404,KT180618
>A/Singapore/DMS1224/2011,Singapore,2011,7,13,Human,pH1N1,KT181047,KT181689,KT181475,KT181261,KT181903,KT180833,KT180405,KT180619
>A/Singapore/DMS1225/2011,Singapore,2011,7,18,Human,pH1N1,KT181048,KT181690,KT181476,KT181262,KT181904,KT180834,KT180406,KT180620
>A/Singapore/DMS1226/2011,Singapore,2011,8,12,Human,pH1N1,KT181049,KT181691,KT181477,KT181263,KT181905,KT180835,KT180407,KT180621
>A/Singapore/DMS1227/2011,Singapore,2011,8,16,Human,pH1N1,KT181050,KT181692,KT181478,KT181264,KT181906,KT180836,KT180408,KT180622
>A/Singapore/DMS1229/2011,Singapore,2011,11,16,Human,pH1N1,KT181052,KT181694,KT181480,KT181266,KT181908,KT180838,KT180410,KT180624
>A/Singapore/DMS1230/2011,Singapore,2011,11,26,Human,pH1N1,KT181053,KT181695,KT181481,KT181267,KT181909,KT180839,KT180411,KT180625
>A/Singapore/DMS1231/2011,Singapore,2011,12,12,Human,pH1N1,KT181054,KT181696,KT181482,KT181268,KT181910,KT180840,KT180412,KT180626
>A/Singapore/DMS1232/2012,Singapore,2012,1,26,Human,pH1N1,KT181055,KT181697,KT181483,KT181269,KT181911,KT180841,KT180413,KT180627
>A/Singapore/DMS1233/2012,Singapore,2012,2,1,Human,pH1N1,KT181056,KT181698,KT181484,KT181270,KT181912,KT180842,KT180414,KT180628
>A/Singapore/DMS1234/2012,Singapore,2012,2,15,Human,pH1N1,KT181057,KT181699,KT181485,KT181271,KT181913,KT180843,KT180415,KT180629
>A/Singapore/DMS1235/2012,Singapore,2012,3,7,Human,pH1N1,KT181058,KT181700,KT181486,KT181272,KT181914,KT180844,KT180416,KT180630
>A/Singapore/DMS1236/2012,Singapore,2012,3,14,Human,pH1N1,KT181059,KT181701,KT181487,KT181273,KT181915,KT180845,KT180417,KT180631
>A/Singapore/DMS1240/2012,Singapore,2012,6,9,Human,pH1N1,KT181062,KT181704,KT181490,KT181276,KT181918,KT180848,KT180420,KT180634
>A/Singapore/DMS1241/2012,Singapore,2012,6,21,Human,pH1N1,KT181063,KT181705,KT181491,KT181277,KT181919,KT180849,KT180421,KT180635
>A/Singapore/DMS1242/2012,Singapore,2012,7,2,Human,pH1N1,KT181064,KT181706,KT181492,KT181278,KT181920,KT180850,KT180422,KT180636
>A/Singapore/DMS1243/2012,Singapore,2012,7,12,Human,pH1N1,KT181065,KT181707,KT181493,KT181279,KT181921,KT180851,KT180423,KT180637
>A/Singapore/DMS1244/2012,Singapore,2012,9,9,Human,pH1N1,KT181066,KT181708,KT181494,KT181280,KT181922,KT180852,KT180424,KT180638
>A/Singapore/DMS1312/2013,Singapore,2013,3,11,Human,pH1N1,KT181073,KT181715,KT181501,KT181287,KT181929,KT180859,KT180431,KT180645
>A/Singapore/DMS1315/2013,Singapore,2013,5,14,Human,pH1N1,KT181074,KT181716,KT181502,KT181288,KT181930,KT180860,KT180432,KT180646
